0,-20.0
1,-21.0
2,-19.0
3,-21.0
4,-21.0
5,-20.0
6,-21.0
7,-21.0
8,-18.0
9,-21.0
10,-20.0
11,-19.0
12,-20.0
13,-21.0
14,-21.0
15,-20.0
16,-21.0
17,-21.0
18,-21.0
19,-21.0
20,-20.0
21,-20.0
22,-21.0
23,-19.0
24,-20.0
25,-20.0
26,-20.0
27,-20.0
28,-21.0
29,-19.0
30,-20.0
31,-20.0
32,-19.0
33,-19.0
34,-21.0
35,-21.0
36,-20.0
37,-19.0
38,-21.0
39,-21.0
40,-21.0
41,-21.0
42,-21.0
43,-21.0
44,-21.0
45,-21.0
46,-19.0
47,-21.0
48,-18.0
49,-21.0
50,-21.0
51,-21.0
52,-21.0
53,-20.0
54,-21.0
55,-21.0
56,-20.0
57,-19.0
58,-20.0
59,-20.0
60,-20.0
61,-20.0
62,-21.0
63,-20.0
64,-20.0
65,-20.0
66,-19.0
67,-18.0
68,-21.0
69,-20.0
70,-21.0
71,-21.0
72,-21.0
73,-19.0
74,-21.0
75,-18.0
76,-21.0
77,-21.0
78,-19.0
79,-20.0
80,-21.0
81,-21.0
82,-20.0
83,-21.0
84,-20.0
85,-21.0
86,-21.0
87,-20.0
88,-21.0
89,-18.0
90,-21.0
91,-20.0
92,-20.0
93,-20.0
94,-20.0
95,-20.0
96,-21.0
97,-20.0
98,-20.0
99,-21.0
